ip_address,port,hostname,country,as_number,as_name,status,first_seen,timestamp,malware,source
71.74.12.34,443,cpe-71-74-12-34.ec.res.rr.com,US,11426,TWC-11426-CAROLINAS,offline,1632928506,1671235200,QakBot,Feodotracker
51.83.225.143,443,,RU,16276,OVH,online,1668009935,1671235200,BumbleBee,Feodotracker
146.59.116.242,443,,FR,16276,OVH,online,1668100838,1671235200,BumbleBee,Feodotracker
54.37.130.24,443,,FR,16276,OVH,online,1668274237,1671235200,BumbleBee,Feodotracker
108.6.249.139,443,pool-108-6-249-139.nycmny.fios.verizon.net,US,701,UUNET,online,1668440502,1671235200,QakBot,Feodotracker
75.143.236.149,443,075-143-236-149.res.spectrum.com,US,20115,CHARTER-20115,online,1668440511,1671235200,QakBot,Feodotracker
176.142.207.63,443,176-142-207-63.abo.bbox.fr,FR,5410,BOUYGTEL-ISP,online,1668440511,1671235200,QakBot,Feodotracker
87.65.160.87,995,87.160-65-87.adsl-dyn.isp.belgacom.be,BE,5432,PROXIMUS-ISP-AS,online,1668440513,1671235200,QakBot,Feodotracker
47.41.154.250,443,047-041-154-250.res.spectrum.com,US,20115,CHARTER-20115,online,1668440514,1671235200,QakBot,Feodotracker
24.228.132.224,2222,ool-18e484e0.dyn.optonline.net,US,6128,CABLE-NET-1,online,1668445314,1671235200,QakBot,Feodotracker
76.80.180.154,995,rrcs-76-80-180-154.west.biz.rr.com,US,20001,TWC-20001-PACWEST,online,1668517374,1671235200,QakBot,Feodotracker
172.90.139.138,2222,cpe-172-90-139-138.socal.res.rr.com,US,20001,TWC-20001-PACWEST,online,1668517376,1671235200,QakBot,Feodotracker
90.89.95.158,2222,lfbn-tou-1-1532-158.w90-89.abo.wanadoo.fr,FR,3215,France Telecom - Orange,online,1668529264,1671235200,QakBot,Feodotracker
71.31.101.183,443,h183.101.31.71.dynamic.ip.windstream.net,US,7029,WINDSTREAM,online,1668622879,1671235200,QakBot,Feodotracker
73.22.121.210,443,c-73-22-121-210.hsd1.il.comcast.net,US,7922,COMCAST-7922,offline,1668622880,1671235200,QakBot,Feodotracker
66.191.69.18,995,066-191-069-018.biz.spectrum.com,US,20115,CHARTER-20115,online,1668622890,1671235200,QakBot,Feodotracker
54.37.131.10,443,,FR,16276,OVH,online,1667639501,1671235200,BumbleBee,Feodotracker
82.9.210.36,443,cpc89694-darl9-2-0-cust547.11-2.cable.virginm.net,GB,5089,NTL,offline,1668622891,1671235200,QakBot,Feodotracker
98.145.23.67,443,cpe-98-145-23-67.natsow.res.rr.com,US,20001,TWC-20001-PACWEST,online,1667588987,1671235200,QakBot,Feodotracker
90.104.22.28,2222,lfbn-nan-1-1800-28.w90-104.abo.wanadoo.fr,FR,3215,France Telecom - Orange,online,1667564978,1671235200,QakBot,Feodotracker
146.59.116.196,443,,FR,16276,OVH,online,1667279803,1671235200,BumbleBee,Feodotracker
73.88.173.113,443,c-73-88-173-113.hsd1.ky.comcast.net,US,7922,COMCAST-7922,offline,1667335537,1671235200,QakBot,Feodotracker
174.104.184.149,443,cpe-174-104-184-149.neo.res.rr.com,US,10796,TWC-10796-MIDWEST,online,1667407452,1671235200,QakBot,Feodotracker
108.44.207.232,443,pool-108-44-207-232.clppva.fios.verizon.net,US,701,UUNET,offline,1667418269,1671235200,QakBot,Feodotracker
51.75.63.234,443,,FR,16276,OVH,online,1667422901,1671235200,BumbleBee,Feodotracker
173.32.181.236,443,cpee4bffa8723d2-cme4bffa8723d0.cpe.net.cable.rogers.com,CA,812,ROGERS-COMMUNICATIONS,offline,1667433170,1671235200,QakBot,Feodotracker
92.239.81.124,443,cpc77341-stav19-2-0-cust379.17-3.cable.virginm.net,GB,5089,NTL,online,1667458674,1671235200,QakBot,Feodotracker
47.34.30.133,443,047-034-030-133.res.spectrum.com,US,20115,CHARTER-20115,online,1667490205,1671235200,QakBot,Feodotracker
73.36.196.11,443,c-73-36-196-11.hsd1.il.comcast.net,US,7922,COMCAST-7922,online,1667490206,1671235200,QakBot,Feodotracker
91.169.12.198,32100,91-169-12-198.subs.proxad.net,FR,12322,PROXAD,online,1667490209,1671235200,QakBot,Feodotracker
86.225.214.138,2222,lfbn-rei-1-258-138.w86-225.abo.wanadoo.fr,FR,3215,France Telecom - Orange,online,1667490210,1671235200,QakBot,Feodotracker
80.0.74.165,443,cpc99924-brnt1-2-0-cust676.4-2.cable.virginm.net,GB,5089,NTL,offline,1667501969,1671235200,QakBot,Feodotracker
24.4.239.157,443,c-24-4-239-157.hsd1.ca.comcast.net,US,7922,COMCAST-7922,offline,1667511224,1671235200,QakBot,Feodotracker
73.29.92.128,443,,US,7922,COMCAST-7922,online,1667564971,1671235200,QakBot,Feodotracker
184.153.132.82,443,cpe-184-153-132-82.maine.res.rr.com,US,11351,TWC-11351-NORTHEAST,online,1667564975,1671235200,QakBot,Feodotracker
94.63.65.146,443,146.65.63.94.rev.vodafone.pt,PT,12353,VODAFONE-PT Vodafone Portugal,online,1667564993,1671235200,QakBot,Feodotracker
173.18.126.3,443,173-18-126-3.client.mchsi.com,US,30036,MEDIACOM-ENTERPRISE-BUSINESS,online,1668622897,1671235200,QakBot,Feodotracker
184.176.154.83,995,wsip-184-176-154-83.ph.ph.cox.net,US,22773,ASN-CXA-ALL-CCI-22773-RDC,online,1668699693,1671235200,QakBot,Feodotracker
69.119.123.159,2222,ool-45777b9f.dyn.optonline.net,US,6128,CABLE-NET-1,online,1668699697,1671235200,QakBot,Feodotracker
198.98.52.241,443,,US,53667,PONYNET,online,1670433965,1671235200,BumbleBee,Feodotracker
46.10.198.106,443,46-10-198-106.ip.btc-net.bg,BG,8866,BTC-AS BULGARIA,online,1670648343,1671235200,QakBot,Feodotracker
92.154.17.149,2222,laubervilliers-656-1-150-149.w92-154.abo.wanadoo.fr,FR,3215,France Telecom - Orange,online,1670659736,1671235200,QakBot,Feodotracker
78.101.91.215,2222,,QA,42298,GCC-MPLS-PEERING GCC MPLS peering,online,1670883853,1671235200,QakBot,Feodotracker
72.80.7.6,995,pool-72-80-7-6.nycmny.fios.verizon.net,US,701,UUNET,online,1670883856,1671235200,QakBot,Feodotracker
86.99.14.46,2222,,AE,5384,EMIRATES-INTERNET Emirates Internet,online,1670907865,1671235200,QakBot,Feodotracker
217.43.16.149,443,host217-43-16-149.range217-43.btcentralplus.com,GB,2856,BT-UK-AS BTnet UK Regional network,offline,1670945353,1671235200,QakBot,Feodotracker
82.6.99.234,443,cpc76048-ware7-2-0-cust1001.9-1.cable.virginm.net,GB,5089,NTL,offline,1670945356,1671235200,QakBot,Feodotracker
100.36.249.75,995,pool-100-36-249-75.washdc.fios.verizon.net,US,701,UUNET,offline,1670945357,1671235200,QakBot,Feodotracker
188.48.116.37,995,,SA,25019,SAUDINETSTC-AS,online,1671020599,1671235200,QakBot,Feodotracker
